,fea_title_word_nums,fea_title_num_nums,fea_title_chars_low_nums,fea_title_chars_upp_nums,fea_title_chars_punct_nums,fea_title_stop_nums,fea_body_word_nums,fea_body_num_nums,fea_body_chars_low_nums,fea_body_chars_upp_nums,fea_body_chars_punct_nums,fea_body_stop_nums,fea_word_nums,fea_body_word_density,fea_title_word_density,body_noun_count,body_verb_count,body_adj_count,body_adv_count,body_pron_count,fea_body_total_length,fea_title_total_length,fea_body_upp_vs_length,fea_title_upp_vs_length,fea_body_num_exclamation_marks,fea_body_num_question_marks,fea_body_num_unique_words,fea_body_words_vs_unique,fea_body_word_unique_percent,gulpease,reliability
142,11,0,53,8,2,1,204,2,1077,24,26,78,215,5.3707317073170735,5.083333333333333,57,25,26,16,9,1343,76,0.017870439314966492,0.10526315789473684,0,0,157,0.7696078431372549,76.96078431372548,56.05882352941177,0
143,15,0,76,2,1,7,498,31,2382,93,65,187,513,4.959919839679359,4.875,91,53,47,49,25,3076,95,0.03023407022106632,0.021052631578947368,0,0,300,0.6024096385542169,60.24096385542169,46.93172690763052,0
144,7,0,34,4,1,2,92,14,385,28,14,25,99,4.440860215053763,4.75,14,12,4,4,4,537,45,0.0521415270018622,0.08888888888888889,0,0,78,0.8478260869565217,84.78260869565217,64.32608695652173,0
146,10,0,54,4,2,2,356,4,1875,33,40,135,366,5.34453781512605,5.2727272727272725,92,48,35,28,17,2323,71,0.01420576840292725,0.056338028169014086,0,0,254,0.7134831460674157,71.34831460674157,48.38202247191011,0
147,13,0,46,3,1,5,363,2,2004,29,41,124,376,5.585164835164835,3.5,87,53,42,29,16,2457,65,0.011803011803011803,0.046153846153846156,0,0,271,0.7465564738292011,74.65564738292011,49.027548209366394,0
148,11,0,61,7,2,1,757,32,4045,121,91,273,768,5.496042216358839,5.666666666666667,194,100,54,32,23,5101,81,0.02372083905116644,0.08641975308641975,0,3,471,0.6221928665785997,62.219286657859975,41.391017173051516,0
149,15,0,80,3,2,4,573,20,3126,68,110,210,588,5.564459930313589,5.1875,144,70,65,28,23,3903,99,0.017422495516269537,0.030303030303030304,0,2,364,0.6352530541012217,63.525305410122165,44.602094240837694,0
150,10,0,53,3,1,3,146,3,770,12,17,56,156,5.319727891156463,5.090909090909091,34,27,7,10,8,959,68,0.01251303441084463,0.04411764705882353,0,1,117,0.8013698630136986,80.13698630136986,50.0958904109589,0
151,12,0,66,3,3,4,361,11,1831,37,35,149,373,5.1602209944751385,5.3076923076923075,61,53,29,40,27,2291,87,0.016150152771715408,0.034482758620689655,0,0,232,0.6426592797783933,64.26592797783934,47.94736842105263,0
152,16,0,77,3,3,5,439,16,2003,45,62,174,455,4.654545454545454,4.705882352941177,102,70,33,26,24,2603,100,0.017287744909719554,0.03,0,1,298,0.6788154897494305,67.88154897494306,60.54897494305239,0
153,6,0,36,3,1,1,128,2,638,27,13,47,134,5.155038759689923,5.571428571428571,32,12,8,7,3,810,45,0.03333333333333333,0.06666666666666667,0,0,99,0.7734375,77.34375,49.078125,0
154,12,0,69,5,1,4,485,2,2705,44,46,189,497,5.656378600823046,5.6923076923076925,115,72,45,33,13,3307,86,0.013305110371938312,0.05813953488372093,0,0,310,0.6391752577319587,63.91752577319588,42.58762886597938,0
155,20,0,97,7,1,9,651,15,3363,93,57,250,671,5.300613496932515,4.9523809523809526,188,68,64,19,8,4206,125,0.02211126961483595,0.056,0,0,324,0.4976958525345622,49.76958525345622,48.984639016897084,0
156,14,0,73,6,5,2,1259,3,6451,107,126,521,1273,5.204761904761905,5.266666666666667,301,208,85,88,81,7991,99,0.013390063821799525,0.06060606060606061,0,7,621,0.4932486100079428,49.32486100079428,51.081016679904685,0
157,7,0,46,2,1,2,172,15,862,38,24,57,179,5.202312138728324,6.0,34,23,18,6,4,1121,55,0.03389830508474576,0.03636363636363636,0,0,130,0.7558139534883721,75.5813953488372,54.406976744186046,0
158,14,0,67,3,2,4,653,2,3382,64,71,277,667,5.269113149847095,4.666666666666667,143,70,75,45,35,4206,88,0.015216357584403234,0.03409090909090909,0,3,401,0.6140888208269525,61.40888208269525,46.733537519142416,0
159,14,0,63,3,2,4,453,10,2416,77,48,181,467,5.491189427312776,4.4,108,50,38,20,19,3024,83,0.02546296296296296,0.03614457831325301,0,0,275,0.6070640176600441,60.70640176600441,46.06401766004415,0
160,14,0,74,4,2,4,312,7,1611,29,35,127,326,5.23961661341853,5.2,80,36,23,20,11,2001,95,0.014492753623188406,0.042105263157894736,0,0,215,0.6891025641025641,68.91025641025641,50.09324758842444,0
161,8,0,60,2,2,2,136,2,735,25,14,51,144,5.547445255474453,6.888888888888889,32,18,9,6,7,921,71,0.02714440825190011,0.028169014084507043,0,0,101,0.7426470588235294,74.26470588235294,44.36764705882353,0
162,9,0,47,2,1,4,83,7,439,28,22,26,92,5.559523809523809,4.9,15,8,6,2,2,581,60,0.04819277108433735,0.03333333333333333,0,1,75,0.9036144578313253,90.36144578313252,58.1566265060241,0
163,9,0,51,3,2,3,250,35,1235,34,32,92,259,5.055776892430279,5.4,53,33,18,16,10,1591,64,0.021370207416719043,0.046875,0,0,177,0.708,70.8,54.04,0
165,12,0,72,3,2,4,423,7,2089,51,61,167,435,5.047169811320755,5.769230769230769,83,68,27,37,24,2651,90,0.01923802338740098,0.03333333333333333,0,5,287,0.6784869976359338,67.84869976359339,51.64775413711584,0
166,10,4,45,1,1,3,391,149,1666,77,98,123,401,4.446428571428571,4.181818181818182,81,38,28,27,10,2404,60,0.032029950083194675,0.016666666666666666,0,0,243,0.6214833759590793,62.148337595907925,64.6777493606138,0
167,8,0,53,3,2,2,169,4,837,26,21,73,177,5.076470588235294,6.222222222222222,31,24,11,12,13,1062,65,0.02448210922787194,0.046153846153846156,0,0,122,0.7218934911242604,72.18934911242603,54.14792899408284,0
168,11,0,63,3,3,3,191,2,962,25,22,72,202,5.140625,5.5,41,37,13,9,13,1220,81,0.020491803278688523,0.037037037037037035,0,0,141,0.7382198952879581,73.82198952879581,50.30890052356021,0
169,11,1,59,3,2,2,104,0,610,10,18,38,115,5.904761904761905,5.166666666666667,24,17,14,4,4,742,75,0.013477088948787063,0.04,0,0,81,0.7788461538461539,77.88461538461539,44.48076923076923,0
170,10,0,55,3,4,2,390,10,1928,64,46,150,400,5.09462915601023,5.2727272727272725,80,66,22,22,28,2457,73,0.026048026048026047,0.0410958904109589,0,3,270,0.6923076923076923,69.23076923076923,47.41025641025641,0
171,6,2,40,1,1,1,104,12,535,16,13,37,110,5.247619047619048,5.857142857142857,28,14,8,1,5,686,49,0.023323615160349854,0.02040816326530612,0,0,83,0.7980769230769231,79.8076923076923,54.19230769230769,0
172,5,0,0,22,1,0,770,113,3853,215,131,252,775,5.276264591439689,3.6666666666666665,169,77,65,21,14,5105,27,0.04211557296767875,0.8148148148148148,0,0,443,0.5753246753246753,57.532467532467535,51.66233766233766,0
173,12,0,69,5,3,2,177,3,882,27,25,73,189,5.106741573033708,5.6923076923076925,33,30,11,14,17,1126,90,0.023978685612788632,0.05555555555555555,0,1,136,0.768361581920904,76.8361581920904,56.85310734463277,0
175,7,0,46,1,1,2,83,2,416,32,15,24,90,5.333333333333333,5.875,15,16,7,8,4,552,54,0.057971014492753624,0.018518518518518517,0,0,74,0.891566265060241,89.1566265060241,61.04819277108434,0
176,8,2,42,3,2,1,72,13,316,31,14,21,80,4.7534246575342465,5.0,18,5,8,3,0,447,56,0.06935123042505593,0.05357142857142857,0,0,57,0.7916666666666666,79.16666666666667,57.888888888888886,0
177,7,0,47,2,2,0,81,0,435,11,12,26,88,5.439024390243903,6.125,18,12,7,5,3,547,57,0.02010968921389397,0.03508771929824561,0,0,70,0.8641975308641975,86.41975308641975,41.46913580246913,0
178,11,0,60,1,1,4,482,2,2796,28,82,165,493,5.846790890269151,5.083333333333333,120,54,78,46,19,3444,72,0.008130081300813009,0.013888888888888888,1,2,327,0.6784232365145229,67.84232365145228,37.7551867219917,0
179,6,0,46,1,1,1,215,18,1092,29,27,81,221,5.189814814814815,6.714285714285714,58,28,13,7,6,1388,54,0.02089337175792507,0.018518518518518517,0,0,152,0.7069767441860465,70.69767441860465,46.906976744186046,0
181,7,0,41,2,0,3,167,8,761,22,25,66,174,4.660714285714286,5.375,35,26,8,16,5,985,49,0.02233502538071066,0.04081632653061224,0,0,112,0.6706586826347305,67.06586826347305,60.8562874251497,0
182,11,0,61,1,2,5,46,6,232,11,13,17,57,5.170212765957447,5.166666666666667,10,8,2,2,3,312,74,0.035256410256410256,0.013513513513513514,0,0,39,0.8478260869565217,84.78260869565217,63.34782608695652,0
183,14,1,63,5,2,6,216,18,960,41,25,85,230,4.612903225806452,4.533333333333333,44,25,15,9,14,1263,84,0.03246239113222486,0.05952380952380952,0,0,148,0.6851851851851852,68.51851851851852,60.89814814814815,0
184,11,2,6,48,3,0,1786,90,9042,332,222,641,1797,5.245663122551763,4.5,429,256,135,79,61,11516,72,0.02882945467176103,0.6666666666666666,3,2,963,0.5391937290033595,53.919372900335944,50.58454647256439,0
185,12,0,65,4,2,4,173,3,906,30,17,60,185,5.379310344827586,5.3076923076923075,41,22,9,12,5,1141,82,0.026292725679228746,0.04878048780487805,0,0,129,0.7456647398843931,74.56647398843931,47.4393063583815,0
186,10,0,78,1,1,4,537,15,2716,78,69,197,547,5.193308550185874,7.181818181818182,123,61,76,26,16,3453,90,0.022589052997393572,0.011111111111111112,1,0,363,0.6759776536312849,67.59776536312849,44.62383612662942,0
187,5,2,30,2,1,0,84,9,414,9,8,29,89,4.976470588235294,5.333333333333333,26,8,8,4,0,525,39,0.017142857142857144,0.05128205128205128,0,0,63,0.75,75.0,53.04761904761905,0
189,9,0,54,3,3,2,729,21,3783,85,97,278,738,5.298630136986302,5.7,168,122,50,61,35,4757,71,0.017868404456590287,0.04225352112676056,0,2,452,0.6200274348422496,62.002743484224965,52.722527472527474,0
190,15,4,71,3,0,4,255,12,1455,33,35,93,270,5.8125,4.625,67,26,40,6,3,1789,94,0.0184460592509782,0.031914893617021274,0,0,147,0.5764705882352941,57.64705882352941,39.07843137254902,0
191,14,0,76,5,2,3,279,4,1522,44,26,96,293,5.5928571428571425,5.4,65,39,19,15,12,1901,98,0.023145712782745922,0.05102040816326531,0,0,188,0.6738351254480287,67.38351254480287,41.54480286738351,0
192,11,3,63,2,1,3,207,23,1144,26,30,74,218,5.625,5.416666666666667,59,27,18,11,6,1453,79,0.017894012388162423,0.02531645569620253,0,1,150,0.7246376811594203,72.46376811594203,48.95169082125604,0
194,12,0,72,2,1,4,55,26,211,5,11,19,67,3.857142857142857,5.6923076923076925,14,5,6,4,0,309,86,0.016181229773462782,0.023255813953488372,0,0,44,0.8,80.0,88.0909090909091,0
195,8,2,52,2,2,1,50,4,265,9,10,18,58,5.372549019607843,6.0,12,5,7,0,2,338,66,0.026627218934911243,0.030303030303030304,0,0,46,0.92,92.0,64.2,0
196,14,6,65,4,4,4,503,96,2448,81,80,164,517,5.017857142857143,4.6,111,81,37,27,14,3235,92,0.025038639876352395,0.043478260869565216,0,0,332,0.6600397614314115,66.00397614314116,63.45328031809145,0
197,16,2,70,5,3,5,410,13,2364,93,36,137,426,5.978102189781022,4.411764705882353,95,42,53,6,13,2936,97,0.03167574931880109,0.05154639175257732,0,0,269,0.6560975609756098,65.60975609756098,33.68292682926829,0
198,11,0,53,3,3,3,325,6,1617,48,46,112,336,5.107361963190184,4.666666666666667,59,48,33,25,25,2072,72,0.023166023166023165,0.041666666666666664,0,2,212,0.6523076923076923,65.23076923076923,54.784615384615385,0
199,15,0,74,4,0,5,513,2,2693,76,55,193,528,5.38715953307393,4.875,126,63,54,23,24,3371,93,0.02254523880154257,0.043010752688172046,0,0,318,0.6198830409356725,61.98830409356725,45.78362573099415,0
200,8,2,50,2,2,1,106,5,526,20,15,37,114,5.102803738317757,5.777777777777778,25,14,10,5,2,678,65,0.029498525073746312,0.03076923076923077,0,0,91,0.8584905660377359,85.84905660377359,57.9622641509434,0
201,11,0,67,5,5,1,498,4,2702,62,79,189,509,5.539078156312625,6.0,116,73,50,34,29,3369,87,0.01840308696942713,0.05747126436781609,0,0,310,0.6224899598393574,62.24899598393574,47.69477911646587,0
202,15,0,89,3,3,4,867,5,4316,82,104,376,882,5.066820276497696,5.75,197,147,65,57,70,5420,111,0.015129151291512915,0.02702702702702703,0,5,516,0.5951557093425606,59.515570934256054,53.61361014994233,0
203,13,7,74,4,2,2,235,10,1218,38,25,76,248,5.322033898305085,5.571428571428571,49,31,31,10,7,1537,101,0.0247234873129473,0.039603960396039604,0,0,171,0.7276595744680852,72.76595744680851,51.51063829787234,0
204,12,0,73,4,3,3,587,53,2825,102,70,232,599,4.977891156462585,5.923076923076923,136,65,49,28,27,3676,94,0.027747551686615888,0.0425531914893617,0,2,392,0.6678023850085179,66.7802385008518,52.287904599659285,0
205,11,0,71,3,2,3,470,33,2443,43,47,177,481,5.278131634819533,6.166666666666667,131,59,32,20,15,3058,86,0.014061478090255068,0.03488372093023256,0,0,278,0.5914893617021276,59.148936170212764,47.234042553191486,0
206,3,0,11,2,0,1,2020,79,9805,325,247,430,2023,5.012370113805047,3.25,353,167,132,67,39,12530,15,0.025937749401436554,0.13333333333333333,0,3,1032,0.5108910891089109,51.08910891089109,51.36138613861386,0
207,16,0,78,10,1,4,148,4,737,19,20,52,164,5.073825503355705,5.176470588235294,31,29,11,6,7,942,106,0.020169851380042462,0.09433962264150944,0,0,124,0.8378378378378378,83.78378378378379,58.729729729729726,0
208,11,0,71,3,2,3,347,5,1823,43,36,139,358,5.362068965517241,6.166666666666667,87,53,27,14,23,2286,87,0.018810148731408575,0.034482758620689655,0,0,231,0.6657060518731989,66.57060518731988,48.56772334293948,0
209,14,2,62,2,2,5,153,16,786,14,26,53,167,5.194805194805195,4.266666666666667,34,20,15,6,2,995,81,0.01407035175879397,0.024691358024691357,0,0,119,0.7777777777777778,77.77777777777777,48.6078431372549,0
210,12,0,64,2,2,4,606,17,3050,61,62,236,618,5.125205930807248,5.076923076923077,142,84,50,41,34,3829,81,0.01593105249412379,0.024691358024691357,0,3,383,0.6320132013201321,63.2013201320132,50.023102310231025,0
211,15,0,75,4,2,6,202,8,947,37,21,83,217,4.847290640394089,4.9375,37,31,7,6,13,1229,95,0.030105777054515868,0.042105263157894736,0,0,138,0.6831683168316832,68.31683168316832,49.495049504950494,0
212,8,0,56,1,1,3,248,14,1278,25,27,97,256,5.232931726907631,6.333333333333333,66,31,15,15,9,1602,66,0.015605493133583021,0.015151515151515152,0,0,168,0.6774193548387096,67.74193548387096,45.12903225806452,0
214,8,2,41,5,2,0,50,0,275,14,9,15,58,5.666666666666667,5.111111111111111,12,6,4,1,0,354,59,0.03954802259887006,0.0847457627118644,0,0,47,0.94,94.0,61.4,0
215,13,0,72,2,1,4,305,3,1677,28,35,119,318,5.571895424836601,5.285714285714286,91,38,30,8,7,2054,87,0.013631937682570594,0.022988505747126436,0,0,200,0.6557377049180327,65.57377049180327,42.08196721311475,0
216,21,4,101,3,3,7,741,55,3519,111,107,279,762,4.892183288409703,4.7272727272727275,159,96,51,42,30,4568,132,0.024299474605954465,0.022727272727272728,0,4,426,0.5748987854251012,57.48987854251012,55.31578947368421,0
217,8,0,42,4,2,2,447,9,2370,59,35,180,455,5.421875,5.111111111111111,97,58,34,35,19,2931,57,0.02012964858410099,0.07017543859649122,0,2,271,0.6062639821029083,60.62639821029083,50.47651006711409,0
218,6,0,40,3,2,1,2303,14,10848,299,303,919,2309,4.838107638888889,6.142857142857143,448,381,158,207,221,13882,50,0.021538683186860683,0.06,0,24,1055,0.4580981328701693,45.80981328701694,55.309161962657406,0
219,12,2,62,3,1,4,501,25,2686,70,54,174,513,5.49003984063745,5.0,124,65,58,21,16,3375,81,0.02074074074074074,0.037037037037037035,0,0,303,0.6047904191616766,60.47904191616767,42.153692614770456,0
220,15,1,65,5,2,5,152,1,807,25,16,57,167,5.437908496732026,4.375,38,14,16,5,0,1012,91,0.024703557312252964,0.054945054945054944,0,0,119,0.7828947368421053,78.28947368421052,42.35526315789474,0
221,14,0,71,4,1,5,273,12,1496,46,39,104,287,5.627737226277373,5.0,65,32,26,15,6,1865,89,0.024664879356568366,0.0449438202247191,0,0,191,0.6996336996336996,69.96336996336996,41.38095238095238,0
222,11,0,43,1,2,4,81,6,430,28,27,29,92,5.585365853658536,3.6666666666666665,16,20,3,6,9,576,58,0.04861111111111111,0.017241379310344827,0,0,55,0.6790123456790124,67.90123456790124,62.33333333333333,0
223,14,0,62,2,1,5,595,13,2834,52,85,232,609,4.842281879194631,4.266666666666667,136,97,41,44,36,3621,80,0.01436067384700359,0.025,0,0,368,0.6184873949579832,61.84873949579832,59.655462184873954,0
224,9,0,57,2,1,2,556,2,3002,64,83,209,565,5.504488330341113,5.9,134,80,47,41,31,3751,70,0.017062116768861636,0.02857142857142857,0,0,365,0.6564748201438849,65.64748201438849,50.798561151079134,0
225,1,0,10,1,0,0,85,8,611,16,52,31,86,7.290697674418604,5.5,20,15,5,6,6,775,11,0.02064516129032258,0.09090909090909091,0,1,73,0.8588235294117647,85.88235294117646,47.470588235294116,0
226,7,0,25,18,2,2,635,71,3457,107,150,221,642,5.60377358490566,5.375,140,79,74,38,26,4431,52,0.02414804784473031,0.34615384615384615,3,2,400,0.6299212598425197,62.99212598425197,48.27444794952682,0
227,15,2,67,6,7,3,578,122,2451,101,101,200,593,4.407599309153714,4.5625,122,69,43,33,14,3374,96,0.02993479549496147,0.0625,0,0,350,0.6055363321799307,60.55363321799308,58.083044982698965,0
228,13,0,71,4,2,3,158,1,772,23,18,56,171,5.0,5.357142857142857,36,19,15,3,7,982,91,0.023421588594704685,0.04395604395604396,0,1,123,0.7784810126582279,77.84810126582279,56.0253164556962,0
230,9,0,55,1,1,2,358,15,1779,45,37,137,367,5.080779944289693,5.6,81,57,19,26,8,2255,66,0.019955654101995565,0.015151515151515152,1,0,244,0.6815642458100558,68.15642458100558,51.82122905027933,0
231,12,4,63,3,5,3,293,26,1420,43,46,101,305,4.976190476190476,5.076923076923077,61,45,21,15,17,1845,88,0.023306233062330622,0.03409090909090909,4,0,219,0.7474402730375427,74.74402730375427,56.815699658703075,0
232,14,2,67,7,2,4,535,8,2633,118,54,208,549,5.132462686567164,4.933333333333334,120,84,32,40,19,3365,93,0.035066864784546806,0.07526881720430108,6,0,322,0.6018691588785047,60.18691588785047,48.08411214953271,0
233,10,2,65,1,2,2,42,2,184,11,7,15,52,4.534883720930233,6.0,10,4,0,1,1,246,79,0.044715447154471545,0.012658227848101266,0,0,38,0.9047619047619048,90.47619047619048,71.38095238095238,0
234,11,0,70,3,3,3,1240,38,6184,79,92,528,1251,5.046736502820306,6.083333333333333,273,191,88,118,64,7707,86,0.010250421694563383,0.03488372093023256,0,2,623,0.5024193548387097,50.24193548387097,47.16129032258065,0
235,9,0,50,3,2,3,97,16,457,18,14,39,106,4.846938775510204,5.3,20,13,6,9,3,603,63,0.029850746268656716,0.047619047619047616,0,0,77,0.7938144329896907,79.38144329896907,62.09278350515464,0
236,10,2,43,4,2,4,344,32,1484,62,30,150,354,4.481159420289855,4.2727272727272725,76,38,24,17,9,1953,60,0.031746031746031744,0.06666666666666667,0,0,201,0.5843023255813954,58.43023255813954,55.598837209302324,0
237,29,1,115,33,2,6,1299,67,7328,196,181,466,1328,5.787692307692308,4.933333333333334,330,139,165,82,36,9132,183,0.02146298729741568,0.18032786885245902,2,1,664,0.5111624326404927,51.11624326404927,41.3094688221709,0
238,12,0,72,3,1,4,128,2,683,18,15,56,140,5.434108527131783,5.769230769230769,23,24,5,7,6,849,89,0.02120141342756184,0.033707865168539325,0,0,93,0.7265625,72.65625,43.84375,0
239,11,0,63,2,2,4,187,8,987,32,22,71,198,5.420212765957447,5.416666666666667,40,17,18,9,6,1249,77,0.025620496397117692,0.025974025974025976,0,0,131,0.7005347593582888,70.05347593582887,49.26737967914438,0
240,7,0,45,2,1,3,86,0,468,11,15,33,93,5.505747126436781,5.875,21,11,8,4,3,585,54,0.018803418803418803,0.037037037037037035,0,0,72,0.8372093023255814,83.72093023255815,44.23255813953488,0
241,15,0,44,46,4,5,335,3,1773,51,58,121,350,5.428571428571429,5.625,78,46,31,24,14,2219,108,0.02298332582244254,0.42592592592592593,0,1,245,0.7313432835820896,73.13432835820896,43.08955223880597,0
242,10,0,66,6,2,2,381,18,1982,49,44,150,391,5.316753926701571,6.545454545454546,97,42,46,15,18,2502,87,0.01958433253397282,0.06896551724137931,0,0,240,0.6299212598425197,62.99212598425197,45.48293963254593,0
243,11,3,59,1,1,2,220,11,1179,38,43,69,231,5.506787330316742,5.0,56,36,14,14,9,1499,74,0.025350233488992662,0.013513513513513514,0,1,172,0.7818181818181819,78.18181818181819,54.40909090909091,0
244,13,5,33,52,6,2,378,104,1756,82,78,128,391,4.849604221635884,6.071428571428571,84,50,38,24,15,2409,108,0.034039020340390205,0.48148148148148145,0,0,263,0.6957671957671958,69.57671957671958,66.16931216931218,0
245,8,2,36,2,2,2,170,16,826,22,22,61,178,4.95906432748538,4.222222222222222,40,19,14,9,9,1064,49,0.020676691729323307,0.04081632653061224,0,0,131,0.7705882352941177,77.05882352941177,57.23529411764706,0
247,8,0,45,4,1,2,264,2,1392,52,33,98,272,5.449056603773585,5.444444444444445,66,27,28,13,7,1758,57,0.02957906712172924,0.07017543859649122,0,0,166,0.6287878787878788,62.878787878787875,45.85606060606061,0
248,14,2,67,4,4,5,343,26,1778,57,47,121,357,5.334302325581396,4.733333333333333,73,43,23,24,13,2276,92,0.025043936731107205,0.043478260869565216,0,0,244,0.7113702623906706,71.13702623906705,50.690962099125365,0
249,10,0,53,7,2,2,170,12,909,37,38,55,180,5.5321637426900585,5.454545454545454,43,21,11,10,4,1177,74,0.03143585386576041,0.0945945945945946,0,1,140,0.8235294117647058,82.3529411764706,54.76470588235294,0
250,14,0,88,3,2,4,433,3,2056,58,50,182,447,4.870967741935484,6.066666666666666,84,72,13,29,23,2606,106,0.022256331542594012,0.02830188679245283,0,1,265,0.6120092378752887,61.20092378752887,52.87990762124711,0
251,16,0,71,3,1,8,1096,83,6016,99,115,408,1112,5.574293527803099,4.352941176470588,295,123,130,50,29,7458,90,0.01327433628318584,0.03333333333333333,0,1,634,0.5784671532846716,57.846715328467155,43.425182481751825,0
252,19,3,99,6,3,4,660,24,3184,107,85,243,679,4.978819969742814,5.25,122,111,39,62,45,4102,132,0.026084836665041442,0.045454545454545456,0,4,402,0.6090909090909091,60.90909090909091,55.54545454545455,0
